Set(Tea Powder)->5383
Set(Lassi)->5431
Set(Yougurt)->5502
Set(Coffee Powder)->5508
Set(Panner)->5444
Set(Butter)->5480
Set(Sugar)->5482
Set(Sweet)->5483
Set(Bread)->5484
Set(Ghee)->5509
Set(Milk)->5526
Set(Cheese)->5475
Set(Sweet, Panner)->2505
Set(Milk, Panner)->2483
Set(Tea Powder, Coffee Powder)->2451
Set(Butter, Panner)->2483
Set(Sweet, Milk)->2512
Set(Coffee Powder, Bread)->2528
Set(Sweet, Ghee)->2504
Set(Sweet, Yougurt)->2478
Set(Butter, Milk)->2491
Set(Ghee, Panner)->2523
Set(Sweet, Bread)->2539
Set(Butter, Lassi)->2500
Set(Coffee Powder, Milk)->2518
Set(Lassi, Cheese)->2483
Set(Yougurt, Coffee Powder)->2554
Set(Tea Powder, Bread)->2445
Set(Sugar, Milk)->2563
Set(Sweet, Tea Powder)->2503
Set(Lassi, Coffee Powder)->2511
Set(Sugar, Coffee Powder)->2503
Set(Sweet, Cheese)->2498
Set(Sugar, Ghee)->2516
Set(Sweet, Lassi)->2576
Set(Sugar, Lassi)->2503
Set(Butter, Ghee)->2529
Set(Yougurt, Cheese)->2531
Set(Tea Powder, Cheese)->2391
Set(Tea Powder, Ghee)->2418
Set(Yougurt, Milk)->2513
Set(Coffee Powder, Cheese)->2516
Set(Butter, Yougurt)->2528
Set(Butter, Cheese)->2484
Set(Sugar, Tea Powder)->2473
Set(Tea Powder, Panner)->2409
Set(Cheese, Bread)->2530
Set(Tea Powder, Milk)->2444
Set(Lassi, Panner)->2497
Set(Butter, Coffee Powder)->2501
Set(Cheese, Panner)->2497
Set(Tea Powder, Lassi)->2439
Set(Ghee, Coffee Powder)->2577
Set(Tea Powder, Yougurt)->2486
Set(Lassi, Bread)->2506
Set(Butter, Sweet)->2543
Set(Ghee, Cheese)->2471
Set(Sugar, Bread)->2479
Set(Yougurt, Panner)->2498
Set(Ghee, Milk)->2511
Set(Yougurt, Bread)->2507
Set(Coffee Powder, Panner)->2482
Set(Bread, Milk)->2517
Set(Lassi, Milk)->2539
Set(Sugar, Panner)->2505
Set(Ghee, Bread)->2503
Set(Sugar, Yougurt)->2529
Set(Butter, Tea Powder)->2417
Set(Cheese, Milk)->2468
Set(Butter, Bread)->2467
Set(Bread, Panner)->2550
Set(Ghee, Yougurt)->2476
Set(Yougurt, Lassi)->2465
Set(Sugar, Sweet)->2495
Set(Sugar, Cheese)->2460
Set(Sweet, Coffee Powder)->2496
Set(Ghee, Lassi)->2510
Set(Sugar, Butter)->2571
HashSet(Sugar, Tea Powder, Yougurt, Panner, Cheese, Bread)->117
HashSet(Tea Powder, Yougurt, Lassi, Bread, Milk, Panner)->111
HashSet(Ghee, Yougurt, Panner, Coffee Powder, Cheese, Bread)->132
HashSet(Sugar, Butter, Sweet, Ghee, Lassi, Bread)->123
HashSet(Sugar, Yougurt, Lassi, Coffee Powder, Cheese, Bread)->114
HashSet(Ghee, Panner, Lassi, Coffee Powder, Cheese, Bread)->143
HashSet(Sugar, Tea Powder, Ghee, Yougurt, Milk, Coffee Powder)->126
HashSet(Ghee, Yougurt, Milk, Lassi, Coffee Powder, Cheese)->134
HashSet(Sugar, Tea Powder, Ghee, Panner, Lassi, Cheese)->112
HashSet(Sugar, Butter, Tea Powder, Ghee, Lassi, Coffee Powder)->125
HashSet(Sugar, Sweet, Tea Powder, Ghee, Lassi, Bread)->125
HashSet(Butter, Sweet, Yougurt, Panner, Lassi, Coffee Powder)->130
HashSet(Sugar, Tea Powder, Ghee, Yougurt, Milk, Lassi)->128
HashSet(Sugar, Lassi, Cheese, Bread, Milk, Panner)->125
HashSet(Sugar, Sweet, Ghee, Panner, Coffee Powder, Bread)->127
HashSet(Butter, Sweet, Cheese, Bread, Milk, Panner)->109
HashSet(Sugar, Butter, Ghee, Yougurt, Lassi, Cheese)->122
HashSet(Butter, Sweet, Tea Powder, Ghee, Yougurt, Milk)->101
HashSet(Butter, Tea Powder, Yougurt, Milk, Lassi, Cheese)->95
HashSet(Sugar, Butter, Sweet, Milk, Lassi, Bread)->134
HashSet(Sweet, Ghee, Yougurt, Bread, Milk, Panner)->118
HashSet(Sugar, Tea Powder, Yougurt, Cheese, Milk, Panner)->114
HashSet(Sweet, Ghee, Yougurt, Lassi, Milk, Panner)->121
HashSet(Sugar, Sweet, Coffee Powder, Bread, Milk, Panner)->123
HashSet(Sugar, Tea Powder, Milk, Coffee Powder, Cheese, Bread)->115
HashSet(Ghee, Yougurt, Lassi, Coffee Powder, Cheese, Bread)->136
HashSet(Sweet, Tea Powder, Yougurt, Panner, Lassi, Coffee Powder)->134
HashSet(Sugar, Butter, Tea Powder, Panner, Cheese, Bread)->111
HashSet(Butter, Tea Powder, Ghee, Yougurt, Lassi, Bread)->112
HashSet(Sugar, Butter, Tea Powder, Yougurt, Milk, Lassi)->117
HashSet(Sugar, Butter, Sweet, Ghee, Milk, Lassi)->130
HashSet(Tea Powder, Ghee, Yougurt, Milk, Lassi, Coffee Powder)->124
HashSet(Sugar, Yougurt, Milk, Coffee Powder, Cheese, Bread)->138
HashSet(Butter, Yougurt, Coffee Powder, Bread, Milk, Panner)->117
HashSet(Sugar, Butter, Tea Powder, Ghee, Yougurt, Panner)->123
HashSet(Sugar, Ghee, Yougurt, Panner, Lassi, Coffee Powder)->130
HashSet(Butter, Tea Powder, Ghee, Yougurt, Lassi, Coffee Powder)->121
HashSet(Butter, Sweet, Tea Powder, Milk, Cheese, Bread)->94
HashSet(Sugar, Butter, Yougurt, Milk, Lassi, Cheese)->120
HashSet(Tea Powder, Ghee, Lassi, Coffee Powder, Milk, Panner)->119
HashSet(Butter, Sweet, Coffee Powder, Bread, Milk, Panner)->107
HashSet(Sugar, Ghee, Yougurt, Milk, Lassi, Cheese)->124
HashSet(Sugar, Ghee, Yougurt, Milk, Lassi, Coffee Powder)->134
HashSet(Sugar, Tea Powder, Ghee, Panner, Lassi, Bread)->134
HashSet(Butter, Sweet, Yougurt, Milk, Lassi, Coffee Powder)->137
HashSet(Sugar, Butter, Sweet, Coffee Powder, Milk, Panner)->118
HashSet(Ghee, Lassi, Coffee Powder, Bread, Milk, Panner)->140
HashSet(Sugar, Butter, Sweet, Milk, Lassi, Cheese)->126
HashSet(Butter, Tea Powder, Ghee, Panner, Lassi, Coffee Powder)->126
HashSet(Sugar, Tea Powder, Ghee, Panner, Coffee Powder, Cheese)->102
HashSet(Sugar, Yougurt, Coffee Powder, Cheese, Milk, Panner)->135
HashSet(Sugar, Yougurt, Milk, Lassi, Cheese, Bread)->127
HashSet(Butter, Tea Powder, Ghee, Yougurt, Panner, Coffee Powder)->138
HashSet(Sweet, Tea Powder, Panner, Coffee Powder, Cheese, Bread)->109
HashSet(Sugar, Sweet, Tea Powder, Milk, Lassi, Cheese)->118
HashSet(Sugar, Sweet, Ghee, Yougurt, Lassi, Coffee Powder)->117
HashSet(Butter, Ghee, Yougurt, Lassi, Coffee Powder, Bread)->119
HashSet(Sweet, Ghee, Yougurt, Milk, Lassi, Cheese)->115
HashSet(Butter, Sweet, Tea Powder, Yougurt, Panner, Coffee Powder)->113
HashSet(Sugar, Tea Powder, Lassi, Bread, Milk, Panner)->120
HashSet(Sugar, Butter, Ghee, Yougurt, Milk, Cheese)->117
HashSet(Sugar, Butter, Tea Powder, Yougurt, Panner, Lassi)->109
HashSet(Butter, Sweet, Milk, Coffee Powder, Cheese, Bread)->112
HashSet(Sugar, Tea Powder, Yougurt, Milk, Coffee Powder, Cheese)->124
HashSet(Butter, Sweet, Tea Powder, Ghee, Milk, Bread)->113
HashSet(Tea Powder, Yougurt, Panner, Coffee Powder, Cheese, Bread)->119
HashSet(Sugar, Butter, Sweet, Tea Powder, Ghee, Yougurt)->104
HashSet(Sugar, Butter, Sweet, Tea Powder, Ghee, Milk)->123
HashSet(Tea Powder, Ghee, Yougurt, Coffee Powder, Milk, Panner)->115
HashSet(Butter, Sweet, Lassi, Bread, Milk, Panner)->125
HashSet(Sweet, Lassi, Coffee Powder, Cheese, Milk, Panner)->122
HashSet(Sweet, Tea Powder, Ghee, Yougurt, Milk, Cheese)->103
HashSet(Sugar, Tea Powder, Ghee, Yougurt, Panner, Lassi)->116
HashSet(Sugar, Butter, Ghee, Milk, Lassi, Coffee Powder)->132
HashSet(Sugar, Sweet, Coffee Powder, Cheese, Milk, Panner)->114
HashSet(Butter, Lassi, Cheese, Bread, Milk, Panner)->121
HashSet(Sugar, Butter, Sweet, Tea Powder, Milk, Bread)->114
HashSet(Sugar, Sweet, Yougurt, Panner, Cheese, Bread)->123
HashSet(Butter, Tea Powder, Lassi, Coffee Powder, Cheese, Bread)->107
HashSet(Sugar, Butter, Tea Powder, Yougurt, Lassi, Coffee Powder)->120
HashSet(Sugar, Sweet, Yougurt, Lassi, Cheese, Bread)->119
HashSet(Sweet, Ghee, Lassi, Coffee Powder, Cheese, Bread)->127
HashSet(Sugar, Ghee, Yougurt, Milk, Coffee Powder, Bread)->125
HashSet(Sweet, Milk, Lassi, Coffee Powder, Cheese, Bread)->122
HashSet(Sugar, Tea Powder, Ghee, Yougurt, Panner, Coffee Powder)->122
HashSet(Tea Powder, Coffee Powder, Cheese, Bread, Milk, Panner)->105
HashSet(Sugar, Sweet, Yougurt, Milk, Lassi, Cheese)->122
HashSet(Sugar, Sweet, Ghee, Yougurt, Lassi, Cheese)->121
HashSet(Sugar, Sweet, Yougurt, Lassi, Coffee Powder, Bread)->115
HashSet(Sugar, Ghee, Yougurt, Coffee Powder, Cheese, Bread)->126
HashSet(Sweet, Ghee, Yougurt, Milk, Coffee Powder, Bread)->120
HashSet(Sugar, Butter, Yougurt, Lassi, Milk, Panner)->133
HashSet(Sugar, Butter, Sweet, Tea Powder, Lassi, Cheese)->121
HashSet(Sugar, Sweet, Ghee, Panner, Coffee Powder, Cheese)->98
HashSet(Sugar, Butter, Panner, Lassi, Cheese, Bread)->128
HashSet(Sweet, Ghee, Yougurt, Lassi, Coffee Powder, Cheese)->115
HashSet(Butter, Sweet, Tea Powder, Panner, Coffee Powder, Cheese)->111
HashSet(Butter, Ghee, Yougurt, Milk, Coffee Powder, Cheese)->132
HashSet(Sweet, Tea Powder, Ghee, Yougurt, Panner, Bread)->100
HashSet(Sugar, Ghee, Yougurt, Lassi, Coffee Powder, Bread)->118
HashSet(Tea Powder, Lassi, Coffee Powder, Bread, Milk, Panner)->123
HashSet(Sugar, Butter, Yougurt, Lassi, Coffee Powder, Cheese)->119
HashSet(Ghee, Yougurt, Lassi, Bread, Milk, Panner)->121
HashSet(Sugar, Tea Powder, Ghee, Cheese, Milk, Panner)->104
HashSet(Sugar, Sweet, Panner, Lassi, Cheese, Bread)->130
HashSet(Butter, Tea Powder, Ghee, Bread, Milk, Panner)->119
HashSet(Sugar, Coffee Powder, Cheese, Bread, Milk, Panner)->140
HashSet(Sugar, Butter, Ghee, Lassi, Coffee Powder, Cheese)->104
HashSet(Sugar, Sweet, Ghee, Yougurt, Lassi, Bread)->116
HashSet(Sugar, Butter, Sweet, Tea Powder, Panner, Bread)->109
HashSet(Butter, Ghee, Panner, Lassi, Coffee Powder, Cheese)->127
HashSet(Sugar, Tea Powder, Yougurt, Milk, Lassi, Coffee Powder)->124
HashSet(Sugar, Butter, Ghee, Panner, Lassi, Cheese)->123
HashSet(Sugar, Butter, Tea Powder, Cheese, Milk, Panner)->103
HashSet(Butter, Ghee, Yougurt, Panner, Cheese, Bread)->120
HashSet(Butter, Sweet, Ghee, Yougurt, Panner, Lassi)->128
HashSet(Sweet, Ghee, Yougurt, Lassi, Coffee Powder, Bread)->120
HashSet(Tea Powder, Ghee, Panner, Lassi, Coffee Powder, Cheese)->113
HashSet(Tea Powder, Panner, Lassi, Coffee Powder, Cheese, Bread)->120
HashSet(Butter, Sweet, Ghee, Yougurt, Lassi, Cheese)->110
HashSet(Sugar, Tea Powder, Ghee, Lassi, Cheese, Bread)->113
HashSet(Sugar, Sweet, Yougurt, Panner, Lassi, Coffee Powder)->140
HashSet(Sugar, Tea Powder, Yougurt, Coffee Powder, Cheese, Bread)->121
HashSet(Sugar, Tea Powder, Ghee, Milk, Coffee Powder, Bread)->128
HashSet(Sugar, Sweet, Tea Powder, Milk, Lassi, Bread)->124
HashSet(Sweet, Tea Powder, Ghee, Panner, Lassi, Bread)->139
HashSet(Tea Powder, Ghee, Lassi, Bread, Milk, Panner)->128
HashSet(Sugar, Sweet, Ghee, Yougurt, Milk, Bread)->119
HashSet(Sweet, Tea Powder, Ghee, Yougurt, Lassi, Cheese)->108
HashSet(Sugar, Ghee, Panner, Coffee Powder, Cheese, Bread)->126
HashSet(Butter, Sweet, Tea Powder, Ghee, Lassi, Bread)->117
HashSet(Sugar, Sweet, Lassi, Cheese, Milk, Panner)->120
HashSet(Butter, Sweet, Yougurt, Milk, Lassi, Bread)->119
HashSet(Sugar, Sweet, Tea Powder, Lassi, Cheese, Bread)->105
HashSet(Sugar, Butter, Sweet, Yougurt, Panner, Lassi)->139
HashSet(Sweet, Ghee, Yougurt, Milk, Lassi, Bread)->119
HashSet(Sugar, Butter, Tea Powder, Yougurt, Lassi, Cheese)->97
HashSet(Sugar, Sweet, Ghee, Yougurt, Milk, Coffee Powder)->123
HashSet(Sugar, Butter, Ghee, Yougurt, Panner, Lassi)->137
HashSet(Sugar, Sweet, Tea Powder, Yougurt, Cheese, Bread)->107
HashSet(Sugar, Sweet, Lassi, Coffee Powder, Milk, Panner)->138
HashSet(Sugar, Butter, Sweet, Tea Powder, Panner, Lassi)->133
HashSet(Sweet, Ghee, Yougurt, Cheese, Milk, Panner)->126
HashSet(Butter, Sweet, Tea Powder, Yougurt, Lassi, Coffee Powder)->114
HashSet(Butter, Sweet, Coffee Powder, Cheese, Milk, Panner)->108
HashSet(Sugar, Butter, Sweet, Ghee, Yougurt, Milk)->120
HashSet(Sugar, Sweet, Yougurt, Lassi, Milk, Panner)->130
HashSet(Butter, Sweet, Ghee, Yougurt, Panner, Cheese)->127
HashSet(Butter, Sweet, Lassi, Coffee Powder, Milk, Panner)->125
HashSet(Sugar, Sweet, Tea Powder, Ghee, Yougurt, Cheese)->110
HashSet(Sugar, Butter, Ghee, Panner, Lassi, Coffee Powder)->127
HashSet(Sweet, Tea Powder, Ghee, Panner, Cheese, Bread)->99
HashSet(Sugar, Sweet, Tea Powder, Ghee, Lassi, Coffee Powder)->124
HashSet(Sweet, Tea Powder, Ghee, Panner, Lassi, Cheese)->124
HashSet(Sugar, Sweet, Tea Powder, Milk, Cheese, Bread)->106
HashSet(Sweet, Ghee, Milk, Coffee Powder, Cheese, Bread)->121
HashSet(Sugar, Sweet, Tea Powder, Cheese, Milk, Panner)->117
HashSet(Tea Powder, Ghee, Yougurt, Milk, Coffee Powder, Cheese)->125
HashSet(Sugar, Butter, Tea Powder, Ghee, Cheese, Bread)->116
HashSet(Sugar, Ghee, Yougurt, Panner, Lassi, Cheese)->135
HashSet(Sugar, Butter, Sweet, Yougurt, Milk, Coffee Powder)->140
HashSet(Butter, Sweet, Ghee, Milk, Coffee Powder, Cheese)->97
HashSet(Ghee, Yougurt, Coffee Powder, Bread, Milk, Panner)->123
HashSet(Butter, Sweet, Tea Powder, Yougurt, Milk, Cheese)->105
HashSet(Butter, Sweet, Panner, Lassi, Cheese, Bread)->114
HashSet(Sugar, Butter, Tea Powder, Ghee, Panner, Coffee Powder)->127
HashSet(Sugar, Sweet, Ghee, Yougurt, Milk, Panner)->110
HashSet(Sugar, Butter, Tea Powder, Panner, Coffee Powder, Bread)->116
HashSet(Sugar, Butter, Tea Powder, Yougurt, Panner, Coffee Powder)->126
HashSet(Butter, Sweet, Ghee, Milk, Lassi, Coffee Powder)->120
HashSet(Sweet, Tea Powder, Milk, Lassi, Coffee Powder, Cheese)->107
HashSet(Sugar, Ghee, Yougurt, Milk, Coffee Powder, Cheese)->135
HashSet(Sugar, Butter, Panner, Lassi, Coffee Powder, Cheese)->126
HashSet(Butter, Sweet, Tea Powder, Yougurt, Coffee Powder, Bread)->117
HashSet(Sugar, Tea Powder, Milk, Lassi, Coffee Powder, Bread)->122
HashSet(Sugar, Yougurt, Panner, Lassi, Coffee Powder, Cheese)->127
HashSet(Sugar, Sweet, Ghee, Lassi, Cheese, Bread)->114
HashSet(Butter, Sweet, Tea Powder, Yougurt, Panner, Cheese)->119
HashSet(Sugar, Tea Powder, Ghee, Yougurt, Lassi, Bread)->116
HashSet(Sugar, Butter, Sweet, Coffee Powder, Cheese, Bread)->106
HashSet(Butter, Coffee Powder, Cheese, Bread, Milk, Panner)->117
HashSet(Tea Powder, Yougurt, Coffee Powder, Bread, Milk, Panner)->126
HashSet(Sugar, Yougurt, Lassi, Cheese, Milk, Panner)->122
HashSet(Butter, Sweet, Tea Powder, Milk, Coffee Powder, Cheese)->110
HashSet(Sugar, Tea Powder, Yougurt, Milk, Lassi, Bread)->110
HashSet(Sugar, Butter, Tea Powder, Ghee, Panner, Bread)->120
HashSet(Sugar, Butter, Ghee, Yougurt, Coffee Powder, Cheese)->118
HashSet(Sugar, Butter, Tea Powder, Milk, Cheese, Bread)->108
HashSet(Sweet, Tea Powder, Ghee, Yougurt, Panner, Coffee Powder)->103
HashSet(Butter, Tea Powder, Ghee, Lassi, Milk, Panner)->127
HashSet(Sugar, Butter, Milk, Lassi, Coffee Powder, Cheese)->130
HashSet(Sweet, Tea Powder, Yougurt, Lassi, Cheese, Bread)->114
HashSet(Sugar, Sweet, Tea Powder, Ghee, Yougurt, Panner)->94
HashSet(Sugar, Ghee, Yougurt, Lassi, Milk, Panner)->131
HashSet(Sweet, Ghee, Yougurt, Panner, Lassi, Cheese)->137
HashSet(Butter, Tea Powder, Lassi, Cheese, Milk, Panner)->99
HashSet(Sugar, Butter, Yougurt, Panner, Coffee Powder, Cheese)->123
HashSet(Butter, Tea Powder, Yougurt, Lassi, Coffee Powder, Bread)->110
HashSet(Butter, Sweet, Ghee, Yougurt, Panner, Coffee Powder)->127
HashSet(Tea Powder, Ghee, Cheese, Bread, Milk, Panner)->105
HashSet(Sweet, Tea Powder, Yougurt, Panner, Coffee Powder, Bread)->122
HashSet(Sweet, Yougurt, Lassi, Bread, Milk, Panner)->122
HashSet(Sugar, Sweet, Tea Powder, Panner, Lassi, Bread)->131
HashSet(Sugar, Sweet, Tea Powder, Milk, Coffee Powder, Cheese)->123
HashSet(Sugar, Butter, Milk, Lassi, Cheese, Bread)->122
HashSet(Tea Powder, Ghee, Lassi, Cheese, Milk, Panner)->107
HashSet(Ghee, Yougurt, Milk, Lassi, Cheese, Bread)->126
HashSet(Butter, Ghee, Yougurt, Panner, Coffee Powder, Cheese)->128
HashSet(Sweet, Ghee, Yougurt, Coffee Powder, Cheese, Bread)->117
HashSet(Tea Powder, Lassi, Coffee Powder, Cheese, Milk, Panner)->96
HashSet(Butter, Sweet, Ghee, Yougurt, Milk, Lassi)->121
HashSet(Sugar, Butter, Sweet, Yougurt, Panner, Cheese)->124
HashSet(Butter, Tea Powder, Ghee, Lassi, Cheese, Bread)->103
HashSet(Sugar, Sweet, Tea Powder, Yougurt, Panner, Lassi)->114
HashSet(Sugar, Butter, Yougurt, Panner, Cheese, Bread)->119
HashSet(Ghee, Lassi, Cheese, Bread, Milk, Panner)->125
HashSet(Butter, Sweet, Yougurt, Milk, Lassi, Cheese)->110
HashSet(Sugar, Butter, Tea Powder, Ghee, Coffee Powder, Cheese)->99
HashSet(Sugar, Sweet, Ghee, Milk, Cheese, Bread)->113
HashSet(Sweet, Yougurt, Milk, Lassi, Coffee Powder, Bread)->124
HashSet(Butter, Sweet, Yougurt, Panner, Coffee Powder, Cheese)->130
HashSet(Butter, Tea Powder, Yougurt, Panner, Lassi, Coffee Powder)->116
HashSet(Sugar, Sweet, Tea Powder, Lassi, Coffee Powder, Cheese)->119
HashSet(Sugar, Ghee, Milk, Lassi, Coffee Powder, Bread)->137
HashSet(Sugar, Tea Powder, Yougurt, Lassi, Coffee Powder, Bread)->106
HashSet(Sweet, Ghee, Cheese, Bread, Milk, Panner)->118
HashSet(Butter, Sweet, Tea Powder, Ghee, Panner, Bread)->104
HashSet(Sugar, Sweet, Tea Powder, Yougurt, Milk, Lassi)->118
HashSet(Butter, Yougurt, Milk, Lassi, Cheese, Bread)->116
HashSet(Sugar, Tea Powder, Ghee, Coffee Powder, Cheese, Bread)->109
HashSet(Sugar, Sweet, Tea Powder, Milk, Lassi, Coffee Powder)->137
HashSet(Butter, Sweet, Tea Powder, Ghee, Yougurt, Bread)->95
HashSet(Sugar, Sweet, Ghee, Cheese, Milk, Panner)->107
HashSet(Tea Powder, Ghee, Yougurt, Lassi, Coffee Powder, Bread)->124
HashSet(Sweet, Ghee, Lassi, Bread, Milk, Panner)->139
HashSet(Butter, Tea Powder, Ghee, Milk, Cheese, Bread)->117
HashSet(Sugar, Butter, Ghee, Lassi, Milk, Panner)->131
HashSet(Tea Powder, Yougurt, Panner, Lassi, Cheese, Bread)->119
HashSet(Butter, Sweet, Tea Powder, Ghee, Coffee Powder, Bread)->102
HashSet(Sugar, Sweet, Tea Powder, Ghee, Milk, Coffee Powder)->120
HashSet(Butter, Ghee, Milk, Lassi, Cheese, Bread)->124
HashSet(Butter, Ghee, Yougurt, Panner, Lassi, Bread)->105
HashSet(Butter, Sweet, Tea Powder, Ghee, Panner, Cheese)->102
HashSet(Sweet, Tea Powder, Coffee Powder, Cheese, Milk, Panner)->96
HashSet(Sugar, Sweet, Tea Powder, Ghee, Yougurt, Milk)->113
HashSet(Sugar, Butter, Cheese, Bread, Milk, Panner)->114
HashSet(Sweet, Tea Powder, Yougurt, Coffee Powder, Milk, Panner)->111
HashSet(Tea Powder, Ghee, Yougurt, Bread, Milk, Panner)->111
HashSet(Sugar, Butter, Ghee, Yougurt, Milk, Bread)->119
HashSet(Ghee, Lassi, Coffee Powder, Cheese, Milk, Panner)->134
HashSet(Sugar, Sweet, Yougurt, Cheese, Milk, Panner)->129
HashSet(Sweet, Yougurt, Panner, Lassi, Coffee Powder, Bread)->140
HashSet(Sweet, Tea Powder, Ghee, Milk, Lassi, Coffee Powder)->124
HashSet(Sugar, Tea Powder, Yougurt, Bread, Milk, Panner)->120
HashSet(Sugar, Butter, Tea Powder, Yougurt, Lassi, Bread)->106
HashSet(Sugar, Butter, Tea Powder, Yougurt, Milk, Bread)->122
HashSet(Sugar, Butter, Tea Powder, Coffee Powder, Milk, Panner)->107
HashSet(Sweet, Ghee, Yougurt, Lassi, Cheese, Bread)->117
HashSet(Sugar, Sweet, Ghee, Yougurt, Milk, Lassi)->120
HashSet(Tea Powder, Ghee, Yougurt, Panner, Lassi, Cheese, Bread)->45
HashSet(Butter, Sweet, Ghee, Lassi, Coffee Powder, Cheese, Bread)->36
HashSet(Butter, Tea Powder, Ghee, Milk, Lassi, Coffee Powder, Bread)->53
HashSet(Butter, Yougurt, Milk, Lassi, Coffee Powder, Cheese, Bread)->59
HashSet(Sugar, Butter, Tea Powder, Ghee, Lassi, Coffee Powder, Bread)->59
HashSet(Butter, Sweet, Ghee, Yougurt, Panner, Coffee Powder, Cheese)->58
HashSet(Sugar, Sweet, Tea Powder, Yougurt, Coffee Powder, Milk, Panner)->50
HashSet(Sweet, Tea Powder, Panner, Lassi, Coffee Powder, Cheese, Bread)->56
HashSet(Butter, Yougurt, Coffee Powder, Cheese, Bread, Milk, Panner)->51
HashSet(Butter, Ghee, Yougurt, Lassi, Coffee Powder, Milk, Panner)->63
HashSet(Sugar, Butter, Sweet, Tea Powder, Ghee, Panner, Cheese)->37
HashSet(Tea Powder, Ghee, Lassi, Cheese, Bread, Milk, Panner)->44
HashSet(Tea Powder, Yougurt, Lassi, Coffee Powder, Bread, Milk, Panner)->50
HashSet(Sugar, Sweet, Ghee, Coffee Powder, Bread, Milk, Panner)->51
HashSet(Sugar, Butter, Sweet, Ghee, Yougurt, Milk, Cheese)->43
HashSet(Sugar, Sweet, Tea Powder, Ghee, Yougurt, Panner, Lassi)->41
HashSet(Sugar, Sweet, Tea Powder, Ghee, Yougurt, Cheese, Bread)->46
HashSet(Sugar, Sweet, Tea Powder, Ghee, Yougurt, Coffee Powder, Cheese)->43
HashSet(Sweet, Tea Powder, Yougurt, Panner, Coffee Powder, Cheese, Bread)->49
HashSet(Sugar, Tea Powder, Yougurt, Lassi, Bread, Milk, Panner)->44
HashSet(Sugar, Butter, Yougurt, Cheese, Bread, Milk, Panner)->51
HashSet(Sugar, Sweet, Tea Powder, Ghee, Milk, Lassi, Coffee Powder)->56
HashSet(Sugar, Ghee, Yougurt, Coffee Powder, Bread, Milk, Panner)->59
HashSet(Sugar, Butter, Tea Powder, Ghee, Yougurt, Milk, Lassi)->54
HashSet(Sugar, Sweet, Yougurt, Coffee Powder, Bread, Milk, Panner)->58
HashSet(Sugar, Butter, Ghee, Coffee Powder, Bread, Milk, Panner)->53
HashSet(Tea Powder, Ghee, Coffee Powder, Cheese, Bread, Milk, Panner)->45
HashSet(Sugar, Butter, Tea Powder, Ghee, Panner, Lassi, Coffee Powder)->54
HashSet(Butter, Sweet, Tea Powder, Milk, Lassi, Coffee Powder, Cheese)->50
HashSet(Sweet, Tea Powder, Ghee, Yougurt, Cheese, Milk, Panner)->43
HashSet(Sugar, Tea Powder, Ghee, Yougurt, Panner, Lassi, Cheese)->47
HashSet(Sugar, Sweet, Tea Powder, Yougurt, Cheese, Milk, Panner)->52
HashSet(Ghee, Yougurt, Lassi, Coffee Powder, Cheese, Milk, Panner)->66
HashSet(Sugar, Butter, Sweet, Panner, Lassi, Cheese, Bread)->58
HashSet(Sugar, Butter, Sweet, Ghee, Milk, Coffee Powder, Cheese)->40
HashSet(Sugar, Butter, Sweet, Milk, Coffee Powder, Cheese, Bread)->54
HashSet(Sugar, Sweet, Tea Powder, Ghee, Yougurt, Lassi, Cheese)->44
HashSet(Butter, Sweet, Ghee, Lassi, Bread, Milk, Panner)->53
HashSet(Ghee, Lassi, Coffee Powder, Cheese, Bread, Milk, Panner)->64
HashSet(Sweet, Tea Powder, Ghee, Yougurt, Coffee Powder, Milk, Panner)->39
HashSet(Butter, Sweet, Tea Powder, Yougurt, Coffee Powder, Cheese, Bread)->40
HashSet(Sweet, Ghee, Yougurt, Panner, Lassi, Cheese, Bread)->55
HashSet(Butter, Sweet, Ghee, Yougurt, Milk, Cheese, Bread)->45
HashSet(Butter, Sweet, Tea Powder, Yougurt, Milk, Coffee Powder, Cheese)->54
HashSet(Sugar, Butter, Sweet, Yougurt, Lassi, Coffee Powder, Bread)->54
HashSet(Sugar, Butter, Sweet, Lassi, Bread, Milk, Panner)->60
HashSet(Sugar, Butter, Sweet, Tea Powder, Yougurt, Milk, Lassi)->54
HashSet(Butter, Tea Powder, Lassi, Coffee Powder, Bread, Milk, Panner)->51
HashSet(Butter, Sweet, Tea Powder, Ghee, Yougurt, Panner, Cheese)->48
HashSet(Sugar, Sweet, Tea Powder, Yougurt, Panner, Lassi, Coffee Powder)->61
HashSet(Butter, Yougurt, Lassi, Coffee Powder, Cheese, Milk, Panner)->61
HashSet(Sugar, Sweet, Tea Powder, Ghee, Coffee Powder, Cheese, Bread)->39
HashSet(Sweet, Tea Powder, Ghee, Milk, Coffee Powder, Cheese, Bread)->39
HashSet(Butter, Sweet, Ghee, Yougurt, Panner, Lassi, Coffee Powder)->60
HashSet(Butter, Sweet, Ghee, Yougurt, Panner, Lassi, Bread)->43
HashSet(Sugar, Tea Powder, Ghee, Yougurt, Panner, Coffee Powder, Bread)->60
HashSet(Butter, Sweet, Yougurt, Panner, Lassi, Coffee Powder, Bread)->57
HashSet(Sugar, Butter, Tea Powder, Ghee, Yougurt, Lassi, Coffee Powder)->52
